month,pickup_community_area,n_trips
2019-02-01,35,61291
2019-02-01,36,11208
2019-02-01,37,8374
2019-02-01,38,51904
2019-02-01,39,41802
2019-02-01,40,26342
2019-02-01,41,140944
2019-02-01,42,51145
2019-02-01,43,68213
2019-02-01,44,53706
2019-02-01,45,10225
2019-02-01,46,22778
2019-02-01,47,3400
2019-02-01,48,11395
2019-02-01,49,44444
2019-02-01,50,10073
2019-02-01,51,11751
2019-02-01,52,3941
2019-02-01,53,18898
2019-02-01,54,5697
2019-02-01,55,3034
2019-02-01,56,89880
2019-02-01,57,16905
2019-02-01,58,37419
2019-02-01,59,21153
2019-02-01,60,51075
2019-02-01,61,42125
2019-02-01,62,12968
2019-02-01,63,25737
2019-02-01,64,11525
2019-02-01,65,22559
2019-02-01,66,40421
2019-02-01,67,33368
2019-02-01,68,39248
2019-02-01,69,49197
2019-02-01,70,23780
2019-02-01,71,48380
2019-02-01,72,11288
2019-02-01,73,23154
2019-02-01,74,6612
2019-02-01,75,15662
2019-02-01,76,273859
2019-02-01,77,126140
2019-03-01,1,113071
2019-03-01,2,82373
2019-03-01,3,208208
2019-03-01,4,102974
2019-03-01,5,123143
2019-03-01,6,687936
2019-03-01,7,555898
2019-03-01,8,1671613
2019-03-01,9,10119
2019-03-01,10,29724
2019-03-01,11,25872
2019-03-01,12,12342
2019-03-01,13,23343
2019-03-01,14,62583
2019-03-01,15,63624
2019-03-01,16,98030
2019-03-01,17,25937
2019-03-01,18,10412
2019-03-01,19,73325
2019-03-01,20,26433
2019-03-01,21,110499
2019-03-01,22,376618
2019-03-01,23,85892
2019-03-01,24,635300
2019-03-01,25,123531
2019-03-01,26,29582
2019-03-01,27,45949
2019-03-01,28,891546
2019-03-01,29,71910
2019-03-01,30,62353
2019-03-01,31,121921
2019-03-01,32,880507
2019-03-01,33,189098
2019-03-01,34,47720
2019-03-01,35,70262
2019-03-01,36,13676
2019-03-01,37,9838
2019-03-01,38,60907
2019-03-01,39,47057
2019-03-01,40,31884
2019-03-01,41,139879
2019-03-01,42,59654
2019-03-01,43,83760
2019-03-01,44,65299
2019-03-01,45,12109
2019-03-01,46,27849
2019-03-01,47,4038
2019-03-01,48,13472
2019-03-01,49,52680
2019-03-01,50,12069
2019-03-01,51,13415
2019-03-01,52,4468
2019-03-01,53,23428
2019-03-01,54,7249
2019-03-01,55,2897
2019-03-01,56,115419
2019-03-01,57,19266
2019-03-01,58,42565
2019-03-01,59,23372
2019-03-01,60,57008
2019-03-01,61,49426
2019-03-01,62,14930
2019-03-01,63,29267
2019-03-01,64,13516
2019-03-01,65,27083
2019-03-01,66,49937
2019-03-01,67,42359
2019-03-01,68,48639
2019-03-01,69,61429
2019-03-01,70,27885
2019-03-01,71,61219
2019-03-01,72,15073
2019-03-01,73,28223
2019-03-01,74,8884
2019-03-01,75,20191
2019-03-01,76,324571
2019-03-01,77,140230
2019-04-01,1,101279
2019-04-01,2,73891
2019-04-01,3,183854
2019-04-01,4,92163
2019-04-01,5,105747
2019-04-01,6,606770
2019-04-01,7,475174
2019-04-01,8,1495363
2019-04-01,9,7570
2019-04-01,10,25698
2019-04-01,11,23378
2019-04-01,12,11026
2019-04-01,13,21841
2019-04-01,14,55859
2019-04-01,15,56072
2019-04-01,16,86407
2019-04-01,17,22754
2019-04-01,18,9369
2019-04-01,19,65791
2019-04-01,20,24150
2019-04-01,21,97306
2019-04-01,22,326029
2019-04-01,23,72718
2019-04-01,24,551488
2019-04-01,25,99566
2019-04-01,26,22475
2019-04-01,27,37761
2019-04-01,28,793229
2019-04-01,29,56656
2019-04-01,30,55926
2019-04-01,31,111421
2019-04-01,32,834312
2019-04-01,33,205028
2019-04-01,34,46046
2019-04-01,35,62647
2019-04-01,36,11637
2019-04-01,37,7965
2019-04-01,38,52540
2019-04-01,39,42162
2019-04-01,40,26164
2019-04-01,41,142468
2019-04-01,42,52706
2019-04-01,43,70006
2019-04-01,44,52601
2019-04-01,45,10180
2019-04-01,46,22483
2019-04-01,47,3382
2019-04-01,48,11548
2019-04-01,49,43241
2019-04-01,50,9624
2019-04-01,51,10878
2019-04-01,52,4091
2019-04-01,53,18437
2019-04-01,54,5177
2019-04-01,55,2517
2019-04-01,56,118850
2019-04-01,57,17565
2019-04-01,58,38496
2019-04-01,59,20929
2019-04-01,60,52509
2019-04-01,61,41983
2019-04-01,62,13152
2019-04-01,63,26382
2019-04-01,64,12203
2019-04-01,65,24585
2019-04-01,66,41324
2019-04-01,67,33693
2019-04-01,68,39608
2019-04-01,69,49533
2019-04-01,70,24809
2019-04-01,71,48479
2019-04-01,72,11400
2019-04-01,73,23359
2019-04-01,74,6539
2019-04-01,75,15874
2019-04-01,76,338574
2019-04-01,77,125486
2019-05-01,1,102329
2019-05-01,2,77114
2019-05-01,3,196440
2019-05-01,4,95837
2019-05-01,5,113592
2019-05-01,6,651461
2019-05-01,7,510281
2019-05-01,8,1589070
2019-05-01,9,8217
2019-05-01,10,28939
2019-05-01,11,25071
2019-05-01,12,12454
2019-05-01,13,21072
2019-05-01,14,56743
2019-05-01,15,59063
2019-05-01,16,91211
2019-05-01,17,24294
2019-05-01,18,9759
2019-05-01,19,67913
2019-05-01,20,24399
2019-05-01,21,100334
2019-05-01,22,340523
2019-05-01,23,74901
2019-05-01,24,579799
2019-05-01,25,98900
2019-05-01,26,22149
2019-05-01,27,40046
2019-05-01,28,807601
2019-05-01,29,56362
2019-05-01,30,58862
2019-05-01,31,120288
2019-05-01,32,889821
2019-05-01,33,226973
2019-05-01,34,55085
2019-05-01,35,63635
2019-05-01,36,12142
2019-05-01,37,7602
2019-05-01,38,53406
2019-05-01,39,44034
2019-05-01,40,25204
2019-05-01,41,140504
2019-05-01,42,52244
2019-05-01,43,69313
2019-05-01,44,53472
2019-05-01,45,10754
2019-05-01,46,22869
2019-05-01,47,3421
2019-05-01,48,11654
2019-05-01,49,43289
2019-05-01,50,9827
2019-05-01,51,11611
2019-05-01,52,4496
2019-05-01,53,18549
2019-05-01,54,5342
2019-05-01,55,2704
2019-05-01,56,128490
2019-05-01,57,18389
2019-05-01,58,39329
2019-05-01,59,21815
2019-05-01,60,54506
2019-05-01,61,42529
2019-05-01,62,13761
2019-05-01,63,27125
2019-05-01,64,12902
2019-05-01,65,25359
2019-05-01,66,42674
2019-05-01,67,32809
2019-05-01,68,37968
2019-05-01,69,48987
2019-05-01,70,25615
2019-05-01,71,48490
2019-05-01,72,13115
2019-05-01,73,24499
2019-05-01,74,7374
2019-05-01,75,16541
2019-05-01,76,373657
2019-05-01,77,128848
2019-06-01,1,93992
2019-06-01,2,73191
2019-06-01,3,193689
2019-06-01,4,95184
2019-06-01,5,116241
2019-06-01,6,663720
2019-06-01,7,522556
2019-06-01,8,1580270
2019-06-01,9,8834
2019-06-01,10,28997
2019-06-01,11,25119
2019-06-01,12,12866
2019-06-01,13,19268
2019-06-01,14,54490
2019-06-01,15,56997
2019-06-01,16,88385
2019-06-01,17,23560
2019-06-01,18,9166
2019-06-01,19,63957
2019-06-01,20,23244
2019-06-01,21,97218
2019-06-01,22,335967
2019-06-01,23,69411
2019-06-01,24,579834
2019-06-01,25,91892
2019-06-01,26,19912
2019-06-01,27,35024
2019-06-01,28,799898
2019-06-01,29,57457
2019-06-01,30,56091
2019-06-01,31,110579
2019-06-01,32,876978
2019-06-01,33,233225
2019-06-01,34,49780
2019-06-01,35,57859
2019-06-01,36,11801
2019-06-01,37,7342
2019-06-01,38,50185
2019-06-01,39,43385
2019-06-01,40,22929
2019-06-01,41,129241
2019-06-01,42,46567
2019-06-01,43,64309
2019-06-01,44,48422
2019-06-01,45,10178
2019-06-01,46,20567
2019-06-01,47,3254
2019-06-01,48,10502
2019-06-01,49,38843
2019-06-01,50,8686
2019-06-01,51,10734
2019-06-01,52,4072
2019-06-01,53,16924
2019-06-01,54,4698
2019-06-01,55,2709
2019-06-01,56,117532
2019-06-01,57,17983
2019-06-01,58,37013
2019-06-01,59,20595
2019-06-01,60,51302
2019-06-01,61,39683
2019-06-01,62,13375
2019-06-01,63,25347
2019-06-01,64,12639
2019-06-01,65,24519
2019-06-01,66,39930
2019-06-01,67,28637
2019-06-01,68,33375
2019-06-01,69,44698
2019-06-01,70,23696
2019-06-01,71,44049
2019-06-01,72,13568
2019-06-01,73,22328
2019-06-01,74,6915
2019-06-01,75,15365
2019-06-01,76,363875
2019-06-01,77,126259
2019-07-01,1,90130
2019-07-01,2,70271
2019-07-01,3,187700
2019-07-01,4,88337
2019-07-01,5,108517
2019-07-01,6,592255
2019-07-01,7,497559
2019-07-01,8,1528084
2019-07-01,9,7933
2019-07-01,10,27332
2019-07-01,11,25992
2019-07-01,12,12107
2019-07-01,13,18007
2019-07-01,14,52259
2019-07-01,15,55370
2019-07-01,16,86251
2019-07-01,17,23163
2019-07-01,18,9269
2019-07-01,19,62185
2019-07-01,20,23290
2019-07-01,21,94986
2019-07-01,22,322688
2019-07-01,23,68123
2019-07-01,24,570072
2019-07-01,25,91114
2019-07-01,26,19874
2019-07-01,27,34455
2019-07-01,28,784502
2019-07-01,29,51589
2019-07-01,30,53961
2019-07-01,31,110667
2019-07-01,32,854688
2019-07-01,33,195660
2019-07-01,34,49265
2019-07-01,35,59721
2019-07-01,36,12018
2019-07-01,37,6830
2019-07-01,38,50111
2019-07-01,39,40939
2019-07-01,40,22860
2019-07-01,41,107053
2019-07-01,42,43902
2019-07-01,43,63505
2019-07-01,44,49069
2019-07-01,45,10165
2019-07-01,46,20953
2019-07-01,47,3212
2019-07-01,48,10829
2019-07-01,49,39217
2019-07-01,50,8625
2019-07-01,51,11084
2019-07-01,52,4129
2019-07-01,53,17236
2019-07-01,54,4806
2019-07-01,55,2767
2019-07-01,56,112291
2019-07-01,57,16795
2019-07-01,58,35996
2019-07-01,59,19783
2019-07-01,60,49955
2019-07-01,61,38326
2019-07-01,62,12988
2019-07-01,63,24566
2019-07-01,64,13072
2019-07-01,65,23064
2019-07-01,66,38689
2019-07-01,67,27650
2019-07-01,68,33020
2019-07-01,69,43961
2019-07-01,70,23678
2019-07-01,71,43128
2019-07-01,72,13250
2019-07-01,73,22248
2019-07-01,74,6497
2019-07-01,75,15055
2019-07-01,76,360420
2019-07-01,77,121713
2019-08-01,1,94285
2019-08-01,2,70029
2019-08-01,3,196004
2019-08-01,4,90782
2019-08-01,5,112966
2019-08-01,6,645598
2019-08-01,7,515192
2019-08-01,8,1584127
2019-08-01,9,9145
2019-08-01,10,30196
2019-08-01,11,26324
2019-08-01,12,12619
2019-08-01,13,18237
2019-08-01,14,53820
2019-08-01,15,56387
2019-08-01,16,86628
2019-08-01,17,24458
2019-08-01,18,9505
2019-08-01,19,65092
2019-08-01,20,22945
2019-08-01,21,99029
2019-08-01,22,336182
2019-08-01,23,69372
2019-08-01,24,577063
2019-08-01,25,91112
2019-08-01,26,20253
2019-08-01,27,34730
2019-08-01,28,797459
2019-08-01,29,52966
2019-08-01,30,55186
2019-08-01,31,109284
2019-08-01,32,868391
2019-08-01,33,201057
2019-08-01,34,50042
2019-08-01,35,59943
2019-08-01,36,11389
2019-08-01,37,6951
2019-08-01,38,48071
2019-08-01,39,38250
2019-08-01,40,21575
2019-08-01,41,100265
2019-08-01,42,41963
2019-08-01,43,62968
2019-08-01,44,48717
2019-08-01,45,9935
2019-08-01,46,21319
2019-08-01,47,3170
2019-08-01,48,10763
2019-08-01,49,39362
2019-08-01,50,8857
2019-08-01,51,11636
2019-08-01,52,4278
2019-08-01,53,17484
2019-08-01,54,4950
2019-08-01,55,3116
2019-08-01,56,123794
2019-08-01,57,17182
2019-08-01,58,35899
2019-08-01,59,20246
2019-08-01,60,50714
2019-08-01,61,39033
2019-08-01,62,12931
2019-08-01,63,25219
2019-08-01,64,13694
2019-08-01,65,24062
2019-08-01,66,39391
2019-08-01,67,28302
2019-08-01,68,33487
2019-08-01,69,45059
2019-08-01,70,24525
2019-08-01,71,43757
2019-08-01,72,12797
2019-08-01,73,21745
2019-08-01,74,7102
2019-08-01,75,14402
2019-08-01,76,375857
2019-08-01,77,126103
2019-09-01,1,92605
2019-09-01,2,66792
2019-09-01,3,182745
2019-09-01,4,87390
2019-09-01,5,104352
2019-09-01,6,586958
2019-09-01,7,477925
2019-09-01,8,1457263
2019-09-01,9,7610
2019-09-01,10,26395
2019-09-01,11,22608
2019-09-01,12,11126
2019-09-01,13,19595
2019-09-01,14,51803
2019-09-01,15,53518
2019-09-01,16,82566
2019-09-01,17,23545
2019-09-01,18,8621
2019-09-01,19,61893
2019-09-01,20,21641
2019-09-01,21,94975
2019-09-01,22,317770
2019-09-01,23,66487
2019-09-01,24,547119
2019-09-01,25,85630
2019-09-01,26,19211
2019-09-01,27,33108
2019-09-01,28,757073
2019-09-01,29,62308
2019-09-01,30,54912
2019-09-01,31,103222
2019-09-01,32,818855
2019-09-01,33,200067
2019-09-01,34,46254
2019-09-01,35,54463
2019-09-01,36,10093
2019-09-01,37,6640
2019-09-01,38,45203
2019-09-01,39,36282
2019-09-01,40,20919
2019-09-01,41,102597
2019-09-01,42,41196
2019-09-01,43,60923
2019-09-01,44,47084
2019-09-01,45,9409
2019-09-01,46,20206
2019-09-01,47,3025
2019-09-01,48,9670
2019-09-01,49,38866
2019-09-01,50,8725
2019-09-01,51,10798
2019-09-01,52,4218
2019-09-01,53,16909
2019-09-01,54,4764
2019-09-01,55,3335
2019-09-01,56,127030
2019-09-01,57,16499
2019-09-01,58,34443
2019-09-01,59,19089
2019-09-01,60,47877
2019-09-01,61,37547
2019-09-01,62,13009
2019-09-01,63,23585
2019-09-01,64,12630
2019-09-01,65,22569
2019-09-01,66,38731
2019-09-01,67,27427
2019-09-01,68,32204
2019-09-01,69,42724
2019-09-01,70,22665
2019-09-01,71,41548
2019-09-01,72,11600
2019-09-01,73,20406
2019-09-01,74,6693
2019-09-01,75,14268
2019-09-01,76,383700
2019-09-01,77,116608
2019-10-01,1,99808
2019-10-01,2,70576
2019-10-01,3,187093
2019-10-01,4,93757
2019-10-01,5,109495
2019-10-01,6,574565
2019-10-01,7,500647
2019-10-01,8,1588762
2019-10-01,9,7625
2019-10-01,10,27341
2019-10-01,11,23696
2019-10-01,12,11780
2019-10-01,13,20723
2019-10-01,14,55045
2019-10-01,15,57113
2019-10-01,16,84423
2019-10-01,17,24536
2019-10-01,18,9250
2019-10-01,19,63825
2019-10-01,20,23296
2019-10-01,21,97763
2019-10-01,22,328180
2019-10-01,23,68432
2019-10-01,24,576771
2019-10-01,25,90537
2019-10-01,26,20052
2019-10-01,27,33603
2019-10-01,28,844698
2019-10-01,29,51756
2019-10-01,30,55099
2019-10-01,31,111387
2019-10-01,32,894272
2019-10-01,33,216550
2019-10-01,34,43035
2019-10-01,35,55664
2019-10-01,36,10406
2019-10-01,37,7075
2019-10-01,38,46994
2019-10-01,39,38039
2019-10-01,40,22439
2019-10-01,41,141370
2019-10-01,42,45565
2019-10-01,43,63575
2019-10-01,44,50001
2019-10-01,45,9827
2019-10-01,46,20656
2019-10-01,47,3342
2019-10-01,48,10604
2019-10-01,49,40730
2019-10-01,50,9830
2019-10-01,51,11541
2019-10-01,52,4253
2019-10-01,53,18222
2019-10-01,54,5190
2019-10-01,55,4228
2019-10-01,56,132326
2019-10-01,57,17382
2019-10-01,58,36140
2019-10-01,59,20605
2019-10-01,60,48689
2019-10-01,61,39387
2019-10-01,62,12894
2019-10-01,63,25020
2019-10-01,64,13209
2019-10-01,65,23244
2019-10-01,66,39760
2019-10-01,67,27969
2019-10-01,68,35064
2019-10-01,69,45374
2019-10-01,70,24128
2019-10-01,71,44391
2019-10-01,72,11812
2019-10-01,73,21722
2019-10-01,74,7028
2019-10-01,75,14535
2019-10-01,76,408473
2019-10-01,77,125953
2019-11-01,1,102104
2019-11-01,2,72442
2019-11-01,3,195754
2019-11-01,4,96504
2019-11-01,5,111323
2019-11-01,6,595859
2019-11-01,7,498191
2019-11-01,8,1521383
2019-11-01,9,9614
2019-11-01,10,28243
2019-11-01,11,23892
2019-11-01,12,12382
2019-11-01,13,21454
2019-11-01,14,58659
2019-11-01,15,58955
2019-11-01,16,88489
2019-11-01,17,25096
2019-11-01,18,9312
2019-11-01,19,66096
2019-11-01,20,24233
2019-11-01,21,99746
2019-11-01,22,339601
2019-11-01,23,72485
2019-11-01,24,572126
2019-11-01,25,94863
2019-11-01,26,21777
2019-11-01,27,34275
2019-11-01,28,820808
2019-11-01,29,54888
2019-11-01,30,56134
2019-11-01,31,113210
2019-11-01,32,813040
2019-11-01,33,180993
2019-11-01,34,42969
2019-11-01,35,54304
2019-11-01,36,9883
2019-11-01,37,7297
2019-11-01,38,48041
2019-11-01,39,38341
2019-11-01,40,23065
2019-11-01,41,137030
2019-11-01,42,47769
2019-11-01,43,67265
2019-11-01,44,53787
2019-11-01,45,10425
2019-11-01,46,22517
2019-11-01,47,3373
2019-11-01,48,11205
2019-11-01,49,42601
2019-11-01,50,9929
2019-11-01,51,11667
2019-11-01,52,4239
2019-11-01,53,19186
2019-11-01,54,5806
2019-11-01,55,3938
2019-11-01,56,115128
2019-11-01,57,16953
2019-11-01,58,36639
2019-11-01,59,20482
2019-11-01,60,48082
2019-11-01,61,40889
2019-11-01,62,13430
2019-11-01,63,25146
2019-11-01,64,12965
2019-11-01,65,22849
2019-11-01,66,41830
2019-11-01,67,30131
2019-11-01,68,36817
2019-11-01,69,47915
2019-11-01,70,24691
2019-11-01,71,47212
2019-11-01,72,13480
2019-11-01,73,22652
2019-11-01,74,8148
2019-11-01,75,16338
2019-11-01,76,342714
