month,community_area,n_trips,year,community_area_name,population,tui_index
2019-10-01,54,5190,2019,Riverdale,7394.0,701.9204760616716
2019-10-01,55,4228,2019,Hegewisch,9418.0,448.9275854746231
2019-10-01,56,132326,2019,Garfield Ridge,36396.0,3635.7292010111
2019-10-01,57,17382,2019,Archer Heights,13142.0,1322.6297367219602
2019-10-01,58,36140,2019,Brighton Park,44813.0,806.4624104612501
2019-10-01,59,20605,2019,McKinley Park,15767.0,1306.8434071161287
2019-10-01,60,48689,2019,Bridgeport,33637.0,1447.483425989238
2019-10-01,61,39387,2019,New City,39561.0,995.6017289755061
2019-10-01,62,12894,2019,West Elsdon,19237.0,670.2708322503508
2019-10-01,63,25020,2019,Gage Park,40873.0,612.1400435495315
2019-10-01,64,13209,2019,Clearing,25891.0,510.1772816808929
2019-10-01,65,23244,2019,West Lawn,33108.0,702.0659659296846
2019-10-01,66,39760,2019,Chicago Lawn,53098.0,748.8040980827903
2019-10-01,67,27969,2019,West Englewood,29929.0,934.5116776370744
2019-10-01,68,35064,2019,Englewood,25075.0,1398.3649052841477
2019-10-01,69,45374,2019,Greater Grand Crossing,31766.0,1428.3825473776994
2019-10-01,70,24128,2019,Ashburn,43792.0,550.9682133723054
2019-10-01,71,44391,2019,Auburn Gresham,46278.0,959.2246855957475
2019-10-01,72,11812,2019,Beverly,20822.0,567.2846028239362
2019-10-01,73,21722,2019,Washington Heights,27453.0,791.2432156777037
2019-10-01,74,7028,2019,Mount Greenwood,19277.0,364.579550759973
2019-10-01,75,14535,2019,Morgan Park,22394.0,649.0577833348218
2019-10-01,76,408473,2019,O'Hare,12377.0,33002.58544073685
2019-10-01,77,125953,2019,Edgewater,55965.0,2250.5673188600017
2019-11-01,1,102104,2019,Rogers Park,55062.0,1854.3460099524175
2019-11-01,2,72442,2019,West Ridge,76215.0,950.4953093223119
2019-11-01,3,195754,2019,Uptown,57973.0,3376.6408500508855
2019-11-01,4,96504,2019,Lincoln Square,41715.0,2313.4124415677816
2019-11-01,5,111323,2019,North Center,35789.0,3110.5367571041384
2019-11-01,6,595859,2019,Lake View,100470.0,5930.71563650841
2019-11-01,7,498191,2019,Lincoln Park,67710.0,7357.716733126569
2019-11-01,8,1521383,2019,Near North Side,88893.0,17114.767192017367
2019-11-01,9,9614,2019,Edison Park,11605.0,828.4360189573459
2019-11-01,10,28243,2019,Norwood Park,37089.0,761.4926258459382
2019-11-01,11,23892,2019,Jefferson Park,26808.0,891.2264995523724
2019-11-01,12,12382,2019,Forest Glen,19019.0,651.0331773489668
2019-11-01,13,21454,2019,North Park,18842.0,1138.6264727735909
2019-11-01,14,58659,2019,Albany Park,51992.0,1128.2312663486691
2019-11-01,15,58955,2019,Portage Park,64307.0,916.7742236459483
2019-11-01,16,88489,2019,Irving Park,54606.0,1620.4995788008646
2019-11-01,17,25096,2019,Dunning,43689.0,574.4237679965208
2019-11-01,18,9312,2019,Montclare,13830.0,673.3188720173537
2019-11-01,19,66096,2019,Belmont Cragin,79910.0,827.1305218370667
2019-11-01,20,24233,2019,Hermosa,24144.0,1003.6862160371107
2019-11-01,21,99746,2019,Avondale,37368.0,2669.2892314279597
2019-11-01,22,339601,2019,Logan Square,73046.0,4649.138898776114
2019-11-01,23,72485,2019,Humboldt Park,56427.0,1284.5800769135342
2019-11-01,24,572126,2019,West Town,84502.0,6770.561643511396
2019-11-01,25,94863,2019,Austin,95260.0,995.8324585345371
2019-11-01,26,21777,2019,West Garfield Park,17163.0,1268.834119909107
2019-11-01,27,34275,2019,East Garfield Park,19996.0,1714.0928185637129
2019-11-01,28,820808,2019,Near West Side,62872.0,13055.223310853798
2019-11-01,29,54888,2019,North Lawndale,35947.0,1526.914624308009
2019-11-01,30,56134,2019,South Lawndale,74851.0,749.9432205314558
2019-11-01,31,113210,2019,Lower West Side,32888.0,3442.2889807832644
2019-11-01,32,813040,2019,The Loop,35880.0,22659.977703455967
2019-11-01,33,180993,2019,Near South Side,23620.0,7662.701100762067
2019-11-01,34,42969,2019,Armour Square,13455.0,3193.534002229654
2019-11-01,35,54304,2019,Douglas,20781.0,2613.1562484962224
2019-11-01,36,9883,2019,Oakland,6645.0,1487.2836719337847
2019-11-01,37,7297,2019,Fuller Park,2439.0,2991.7999179991803
2019-11-01,38,48041,2019,Grand Boulevard,22313.0,2153.0497916013087
2019-11-01,39,38341,2019,Kenwood,17189.0,2230.5544243411487
2019-11-01,40,23065,2019,Washington Park,11502.0,2005.3034254912188
2019-11-01,41,137030,2019,Hyde Park,26827.0,5107.913669064748
2019-11-01,42,47769,2019,Woodlawn,23268.0,2052.991232594121
2019-11-01,43,67265,2019,South Shore,50418.0,1334.1465349676703
2019-11-01,44,53787,2019,Chatham,31120.0,1728.3740359897172
2019-11-01,45,10425,2019,Avalon Park,9985.0,1044.0660991487232
2019-11-01,46,22517,2019,South Chicago,28263.0,796.695326044652
2019-11-01,47,3373,2019,Burnside,2254.0,1496.4507542147294
2019-11-01,48,11205,2019,Calumet Heights,13188.0,849.6360327570519
2019-11-01,49,42601,2019,Roseland,42433.0,1003.9591827115688
2019-11-01,50,9929,2019,Pullman,6613.0,1501.4365643429608
2019-11-01,51,11667,2019,South Deering,14614.0,798.3440536471876
2019-11-01,52,4239,2019,East Side,23737.0,178.58196065214642
2019-11-01,53,19186,2019,West Pullman,27742.0,691.5867637517123
2019-11-01,54,5806,2019,Riverdale,7394.0,785.231268596159
2019-11-01,55,3938,2019,Hegewisch,9418.0,418.1354852410278
2019-11-01,56,115128,2019,Garfield Ridge,36396.0,3163.204747774481
2019-11-01,57,16953,2019,Archer Heights,13142.0,1289.986303454573
2019-11-01,58,36639,2019,Brighton Park,44813.0,817.5975721330864
2019-11-01,59,20482,2019,McKinley Park,15767.0,1299.0423035453796
2019-11-01,60,48082,2019,Bridgeport,33637.0,1429.4378214466212
2019-11-01,61,40889,2019,New City,39561.0,1033.5684133363668
2019-11-01,62,13430,2019,West Elsdon,19237.0,698.1338046472943
2019-11-01,63,25146,2019,Gage Park,40873.0,615.222763193306
2019-11-01,64,12965,2019,Clearing,25891.0,500.753157467846
2019-11-01,65,22849,2019,West Lawn,33108.0,690.1353147275582
2019-11-01,66,41830,2019,Chicago Lawn,53098.0,787.7886172737203
2019-11-01,67,30131,2019,West Englewood,29929.0,1006.7493066925055
2019-11-01,68,36817,2019,Englewood,25075.0,1468.2751744765703
2019-11-01,69,47915,2019,Greater Grand Crossing,31766.0,1508.373732921992
2019-11-01,70,24691,2019,Ashburn,43792.0,563.8244428206065
2019-11-01,71,47212,2019,Auburn Gresham,46278.0,1020.1823760750249
2019-11-01,72,13480,2019,Beverly,20822.0,647.3921813466526
2019-11-01,73,22652,2019,Washington Heights,27453.0,825.1192947947401
2019-11-01,74,8148,2019,Mount Greenwood,19277.0,422.6798775743114
2019-11-01,75,16338,2019,Morgan Park,22394.0,729.570420648388
2019-11-01,76,342714,2019,O'Hare,12377.0,27689.585521531873
2023-01-01,1,75046,2023,Rogers Park,55789.0,1345.1755722454247
2023-01-01,2,56889,2023,West Ridge,79897.0,712.0292376434659
2023-01-01,3,127643,2023,Uptown,59119.0,2159.085911466703
2023-01-01,4,61585,2023,Lincoln Square,42338.0,1454.6034295432
2023-01-01,5,64574,2023,North Center,37094.0,1740.8206178896858
2023-01-01,6,386531,2023,Lake View,102611.0,3766.9548099131675
2023-01-01,7,293878,2023,Lincoln Park,69641.0,4219.899197311928
2023-01-01,8,844980,2023,Near North Side,98505.0,8578.041723770368
2023-01-01,9,6593,2023,Edison Park,11494.0,573.6036192796241
2023-01-01,10,22542,2023,Norwood Park,39550.84112,569.9499520530046
2023-01-01,11,20033,2023,Jefferson Park,27172.0,737.2663035477698
2023-01-01,12,8416,2023,Forest Glen,20311.0,414.3567524986461
2023-01-01,13,15360,2023,North Park,18847.0,814.9838170531118
2023-01-01,14,42919,2023,Albany Park,48647.0,882.2537874894649
2023-01-01,15,44858,2023,Portage Park,65563.0,684.1968793374311
2023-01-01,16,58939,2023,Irving Park,54280.0,1085.8327192336035
2023-01-01,17,19301,2023,Dunning,44277.0,435.9148090430698
2023-01-01,18,8526,2023,Montclare,13776.0,618.9024390243902
2023-01-01,19,51445,2023,Belmont Cragin,78610.0,654.4332782088793
2023-01-01,20,17125,2023,Hermosa,23201.0,738.1147364337745
2023-01-01,21,63759,2023,Avondale,36820.0,1731.64041281912
2023-01-01,22,195307,2023,Logan Square,71419.0,2734.664445035635
2023-01-01,23,55834,2023,Humboldt Park,55785.0,1000.8783723223089
2023-01-01,24,309225,2023,West Town,86870.0,3559.6293311845284
2023-01-01,25,98009,2023,Austin,97313.0,1007.1521790511031
2023-01-01,26,22907,2023,West Garfield Park,17289.0,1324.9464977731507
2023-01-01,27,31665,2023,East Garfield Park,19908.0,1590.5666063893914
2023-01-01,28,476952,2023,Near West Side,65019.0,7335.578830803303
2023-01-01,29,53104,2023,North Lawndale,32106.0,1654.0210552544697
2023-01-01,30,41645,2023,South Lawndale,70281.0,592.549906802692
2023-01-01,31,68709,2023,Lower West Side,33588.0,2045.641300464452
2023-01-01,32,417503,2023,The Loop,39834.0,10481.071446502987
2023-01-01,33,92339,2023,Near South Side,26816.0,3443.4292959427207
2023-01-01,34,24690,2023,Armour Square,13323.66393,1853.0938734057365
2023-01-01,35,37147,2023,Douglas,21278.0,1745.7937776106778
2023-01-01,36,8633,2023,Oakland,7413.0,1164.5757453122892
2023-01-01,37,5575,2023,Fuller Park,2288.722892,2435.856267041698
2023-01-01,38,37009,2023,Grand Boulevard,24401.0,1516.700135240359
2023-01-01,39,29696,2023,Kenwood,18492.0,1605.8836253515035
2023-01-01,40,21311,2023,Washington Park,11607.0,1836.0472128887739
2023-01-01,41,150077,2023,Hyde Park,28801.0,5210.826012985661
2023-01-01,42,56314,2023,Woodlawn,23302.0,2416.702428976054
2023-01-01,43,63877,2023,South Shore,54873.0,1164.0879849835073
2023-01-01,44,50409,2023,Chatham,32527.73344,1549.723717853979
2023-01-01,45,9958,2023,Avalon Park,9740.26656,1022.3539508553243
2023-01-01,46,23114,2023,South Chicago,30399.0,760.3539590118096
2023-01-01,47,3911,2023,Burnside,2652.0,1474.73604826546
2023-01-01,48,10721,2023,Calumet Heights,12843.0,834.7738067429729
2023-01-01,49,43091,2023,Roseland,39128.0,1101.2829687180536
2023-01-01,50,11178,2023,Pullman,7147.0,1564.0128725339305
2023-01-01,51,13475,2023,South Deering,15198.0,886.6298197131201
2023-01-01,52,3881,2023,East Side,24353.39344,159.36177475889374
2023-01-01,53,22315,2023,West Pullman,26951.0,827.9841193276687
2023-01-01,54,8052,2023,Riverdale,7934.0,1014.8726997731284
2023-01-01,55,3183,2023,Hegewisch,9318.60656,341.57467422897616
2023-01-01,56,79902,2023,Garfield Ridge,36704.0,2176.928945074106
2023-01-01,57,12307,2023,Archer Heights,13591.0,905.5257155470532
2023-01-01,58,24371,2023,Brighton Park,43197.0,564.1826978725375
2023-01-01,59,14086,2023,McKinley Park,15558.0,905.386296439131
2023-01-01,60,27686,2023,Bridgeport,34387.33607,805.121976987152
2023-01-01,61,29198,2023,New City,39497.27711,739.2408321891028
2023-01-01,62,9236,2023,West Elsdon,18022.0,512.4847408722673
2023-01-01,63,16458,2023,Gage Park,35621.0,462.03082451362957
2023-01-01,64,10283,2023,Clearing,25507.0,403.14423491590543
2023-01-01,65,16162,2023,West Lawn,32398.0,498.8579541947034
2023-01-01,66,35906,2023,Chicago Lawn,51169.0,701.7139283550588
2023-01-01,67,28387,2023,West Englewood,26282.0,1080.09283920554
2023-01-01,68,34733,2023,Englewood,21054.0,1649.7102688325258
2023-01-01,69,45591,2023,Greater Grand Crossing,29309.0,1555.5290183902555
2023-01-01,70,21714,2023,Ashburn,44215.0,491.10030532624677
2023-01-01,71,48001,2023,Auburn Gresham,48039.0,999.2089760403005
2023-01-01,72,9618,2023,Beverly,19919.0,482.85556503840553
2023-01-01,73,23555,2023,Washington Heights,26676.0,883.0034487929224
2023-01-01,74,5860,2023,Mount Greenwood,19477.0,300.8676900960107
2023-01-01,75,17534,2023,Morgan Park,21634.0327,810.4822731454964
2023-01-01,76,272001,2023,O'Hare,13624.03157,19964.79519314561
2023-01-01,77,88391,2023,Edgewater,58084.0,1521.7788031127334
2023-02-01,1,78108,2023,Rogers Park,55789.0,1400.0609439136747
2023-02-01,2,54961,2023,West Ridge,79897.0,687.898168892449
2023-02-01,3,125471,2023,Uptown,59119.0,2122.3464537627497
2023-02-01,4,60943,2023,Lincoln Square,42338.0,1439.4397467995655
2023-02-01,5,62399,2023,North Center,37094.0,1682.1857982423035
2023-02-01,6,369400,2023,Lake View,102611.0,3600.00389821754
2023-02-01,7,276975,2023,Lincoln Park,69641.0,3977.1829812897577
2023-02-01,8,832216,2023,Near North Side,98505.0,8448.464544946957
2023-02-01,9,5910,2023,Edison Park,11494.0,514.1813119888637
2023-02-01,10,21681,2023,Norwood Park,39550.84112,548.1805035250285
2023-02-01,11,19977,2023,Jefferson Park,27172.0,735.2053584572353
2023-02-01,12,8115,2023,Forest Glen,20311.0,399.53719659297917
2023-02-01,13,15512,2023,North Park,18847.0,823.0487610760333
2023-02-01,14,42128,2023,Albany Park,48647.0,865.9937920118404
2023-02-01,15,43659,2023,Portage Park,65563.0,665.9091255738755
2023-02-01,16,59102,2023,Irving Park,54280.0,1088.8356669123066
2023-02-01,17,19303,2023,Dunning,44277.0,435.9599792217178
2023-02-01,18,8157,2023,Montclare,13776.0,592.1167247386759
2023-02-01,19,50438,2023,Belmont Cragin,78610.0,641.6232031548149
2023-02-01,20,16612,2023,Hermosa,23201.0,716.0036205335977
2023-02-01,21,62093,2023,Avondale,36820.0,1686.3932645301468
2023-02-01,22,192510,2023,Logan Square,71419.0,2695.50119716042
2023-02-01,23,56199,2023,Humboldt Park,55785.0,1007.4213498252218
2023-02-01,24,303727,2023,West Town,86870.0,3496.339357660873
2023-02-01,25,100861,2023,Austin,97313.0,1036.4596713697038
2023-02-01,26,24337,2023,West Garfield Park,17289.0,1407.6580484701256
2023-02-01,27,33079,2023,East Garfield Park,19908.0,1661.5933293148485
2023-02-01,28,473872,2023,Near West Side,65019.0,7288.208062258725
2023-02-01,29,55667,2023,North Lawndale,32106.0,1733.850370647231
2023-02-01,30,40608,2023,South Lawndale,70281.0,577.7948520937381
2023-02-01,31,66342,2023,Lower West Side,33588.0,1975.1697034655233
2023-02-01,32,433525,2023,The Loop,39834.0,10883.290656223327
2023-02-01,33,103254,2023,Near South Side,26816.0,3850.4624105011935
2023-02-01,34,23385,2023,Armour Square,13323.66393,1755.1478424298564
2023-02-01,35,38225,2023,Douglas,21278.0,1796.4564338753642
2023-02-01,36,8969,2023,Oakland,7413.0,1209.9015243491165
2023-02-01,37,5820,2023,Fuller Park,2288.722892,2542.9028653242485
2023-02-01,38,38309,2023,Grand Boulevard,24401.0,1569.9766403016272
2023-02-01,39,29693,2023,Kenwood,18492.0,1605.721393034826
2023-02-01,40,22483,2023,Washington Park,11607.0,1937.020763332472
2023-02-01,41,148169,2023,Hyde Park,28801.0,5144.578313253012
2023-02-01,42,56497,2023,Woodlawn,23302.0,2424.555832117415
2023-02-01,43,66031,2023,South Shore,54873.0,1203.3422630437556
2023-02-01,44,52525,2023,Chatham,32527.73344,1614.775898753799
2023-02-01,45,9903,2023,Avalon Park,9740.26656,1016.7072881422253
2023-02-01,46,23762,2023,South Chicago,30399.0,781.670449685845
2023-02-01,47,3892,2023,Burnside,2652.0,1467.5716440422323
2023-02-01,48,10660,2023,Calumet Heights,12843.0,830.0241376625399
2023-02-01,49,44373,2023,Roseland,39128.0,1134.0472296053977
2023-02-01,50,11779,2023,Pullman,7147.0,1648.104099622219
2023-02-01,51,13306,2023,South Deering,15198.0,875.5099355178313
2023-02-01,52,3936,2023,East Side,24353.39344,161.6201869237325
2023-02-01,53,23105,2023,West Pullman,26951.0,857.296575266224
2023-02-01,54,8761,2023,Riverdale,7934.0,1104.2349382404839
2023-02-01,55,3189,2023,Hegewisch,9318.60656,342.2185473189459
2023-02-01,56,74847,2023,Garfield Ridge,36704.0,2039.2055361813427
2023-02-01,57,11920,2023,Archer Heights,13591.0,877.0509896254874
2023-02-01,58,23706,2023,Brighton Park,43197.0,548.7881102854365
2023-02-01,59,13876,2023,McKinley Park,15558.0,891.8884175343874
2023-02-01,60,27090,2023,Bridgeport,34387.33607,787.7900150466644
2023-02-01,61,30137,2023,New City,39497.27711,763.0146229085208
2023-02-01,62,9107,2023,West Elsdon,18022.0,505.32682277216736
2023-02-01,63,16954,2023,Gage Park,35621.0,475.9551949692597
2023-02-01,64,9975,2023,Clearing,25507.0,391.0691182812561
2023-02-01,65,16071,2023,West Lawn,32398.0,496.0491388357306
2023-02-01,66,36673,2023,Chicago Lawn,51169.0,716.7034728058004
2023-02-01,67,30094,2023,West Englewood,26282.0,1145.0422342287495
2023-02-01,68,36817,2023,Englewood,21054.0,1748.6938349007314
2023-02-01,69,48930,2023,Greater Grand Crossing,29309.0,1669.453069023167
2023-02-01,70,21693,2023,Ashburn,44215.0,490.6253533868596
2023-02-01,71,50410,2023,Auburn Gresham,48039.0,1049.3557318012447
2023-02-01,72,9127,2023,Beverly,19919.0,458.2057332195391
2023-02-01,73,24137,2023,Washington Heights,26676.0,904.8208127155496
2023-02-01,74,5506,2023,Mount Greenwood,19477.0,282.69240642809467
2023-02-01,75,18114,2023,Morgan Park,21634.0327,837.2918840970412
2023-02-01,76,260433,2023,O'Hare,13624.03157,19115.707319224894
2023-02-01,77,89191,2023,Edgewater,58084.0,1535.5519592314579
2023-03-01,1,85146,2023,Rogers Park,55789.0,1526.214845220384
2023-03-01,2,61570,2023,West Ridge,79897.0,770.6171696058676
2023-03-01,3,139692,2023,Uptown,59119.0,2362.8951775233004
2023-03-01,4,66356,2023,Lincoln Square,42338.0,1567.2917946053192
2023-03-01,5,71482,2023,North Center,37094.0,1927.0501967973257
2023-03-01,6,427328,2023,Lake View,102611.0,4164.5437623646585
2023-03-01,7,320819,2023,Lincoln Park,69641.0,4606.754641662239
2023-03-01,8,989233,2023,Near North Side,98505.0,10042.464849500026
2023-03-01,9,7658,2023,Edison Park,11494.0,666.2606577344702
2023-03-01,10,25498,2023,Norwood Park,39550.84112,644.6891969411548
2023-03-01,11,22954,2023,Jefferson Park,27172.0,844.7666715736788
2023-03-01,12,9593,2023,Forest Glen,20311.0,472.30564718625374
2023-03-01,13,17246,2023,North Park,18847.0,915.0527935480449
2023-03-01,14,46077,2023,Albany Park,48647.0,947.1704318868583
2023-03-01,15,49143,2023,Portage Park,65563.0,749.5538642221985
2023-03-01,16,67137,2023,Irving Park,54280.0,1236.864406779661
2023-03-01,17,21632,2023,Dunning,44277.0,488.5606522573797
2023-03-01,18,9553,2023,Montclare,13776.0,693.452380952381
2023-03-01,19,56606,2023,Belmont Cragin,78610.0,720.0865029894416
2023-03-01,20,18580,2023,Hermosa,23201.0,800.8275505366148
2023-03-01,21,70171,2023,Avondale,36820.0,1905.7848995111353
2023-03-01,22,214774,2023,Logan Square,71419.0,3007.238970021983
2023-03-01,23,62908,2023,Humboldt Park,55785.0,1127.6866541184907
2023-03-01,24,346160,2023,West Town,86870.0,3984.804880856452
2023-03-01,25,115112,2023,Austin,97313.0,1182.9046478887713
2023-03-01,26,28373,2023,West Garfield Park,17289.0,1641.10127826942
2023-03-01,27,37777,2023,East Garfield Park,19908.0,1897.5788627687361
2023-03-01,28,548978,2023,Near West Side,65019.0,8443.347329242222
2023-03-01,29,62473,2023,North Lawndale,32106.0,1945.8356693452936
2023-03-01,30,45177,2023,South Lawndale,70281.0,642.8053101122636
2023-03-01,31,75868,2023,Lower West Side,33588.0,2258.7828986542813
2023-03-01,32,512309,2023,The Loop,39834.0,12861.098559019933
2023-03-01,33,129222,2023,Near South Side,26816.0,4818.839498806683
2023-03-01,34,29297,2023,Armour Square,13323.66393,2198.8696318010475
2023-03-01,35,43826,2023,Douglas,21278.0,2059.6860607199924
2023-03-01,36,10086,2023,Oakland,7413.0,1360.5827600161876
2023-03-01,37,6509,2023,Fuller Park,2288.722892,2843.944115188236
2023-03-01,38,43611,2023,Grand Boulevard,24401.0,1787.26281709766
2023-03-01,39,32839,2023,Kenwood,18492.0,1775.8490157906122
2023-03-01,40,25407,2023,Washington Park,11607.0,2188.937710002585
2023-03-01,41,147561,2023,Hyde Park,28801.0,5123.467935141141
2023-03-01,42,60538,2023,Woodlawn,23302.0,2597.9744227963265
2023-03-01,43,74668,2023,South Shore,54873.0,1360.7420771599877
2023-03-01,44,59645,2023,Chatham,32527.73344,1833.6660348628338
2023-03-01,45,11316,2023,Avalon Park,9740.26656,1161.7751865714854
2023-03-01,46,27181,2023,South Chicago,30399.0,894.1412546465344
2023-03-01,47,4250,2023,Burnside,2652.0,1602.5641025641025
2023-03-01,48,12299,2023,Calumet Heights,12843.0,957.6422954138442
2023-03-01,49,51164,2023,Roseland,39128.0,1307.6058065835207
2023-03-01,50,13208,2023,Pullman,7147.0,1848.0481320833917
2023-03-01,51,15265,2023,South Deering,15198.0,1004.4084747993156
2023-03-01,52,4511,2023,East Side,24353.39344,185.2308595561375
2023-03-01,53,27208,2023,West Pullman,26951.0,1009.5358242736818
2023-03-01,54,10079,2023,Riverdale,7934.0,1270.355432316612
2023-03-01,55,3756,2023,Hegewisch,9318.60656,403.0645543210916
2023-03-01,56,94757,2023,Garfield Ridge,36704.0,2581.6532258064517
2023-03-01,57,13623,2023,Archer Heights,13591.0,1002.3544993010081
2023-03-01,58,26586,2023,Brighton Park,43197.0,615.4594069032572
2023-03-01,59,15148,2023,McKinley Park,15558.0,973.646998328834
2023-03-01,60,30893,2023,Bridgeport,34387.33607,898.3830540729641
2023-03-01,61,33932,2023,New City,39497.27711,859.0971956243794
2023-03-01,62,9948,2023,West Elsdon,18022.0,551.9920097658418
2023-03-01,63,19183,2023,Gage Park,35621.0,538.5306420370006
2023-03-01,64,11514,2023,Clearing,25507.0,451.4054965303642
2023-03-01,65,18340,2023,West Lawn,32398.0,566.0843261929749
2023-03-01,66,41493,2023,Chicago Lawn,51169.0,810.9011315444899
2023-03-01,67,34885,2023,West Englewood,26282.0,1327.3342972376531
2023-03-01,68,42158,2023,Englewood,21054.0,2002.3748456350336
2023-03-01,69,55678,2023,Greater Grand Crossing,29309.0,1899.68951516599
2023-03-01,70,24990,2023,Ashburn,44215.0,565.1928078706321
2023-03-01,71,57180,2023,Auburn Gresham,48039.0,1190.2828951476924
2023-03-01,72,11820,2023,Beverly,19919.0,593.4032832973543
2023-03-01,73,28336,2023,Washington Heights,26676.0,1062.2282201229568
2023-03-01,74,7246,2023,Mount Greenwood,19477.0,372.02854649073265
2023-03-01,75,21498,2023,Morgan Park,21634.0327,993.7120969591583
2023-03-01,76,311372,2023,O'Hare,13624.03157,22854.615273032578
2023-03-01,77,96956,2023,Edgewater,58084.0,1669.2376558088285
2023-04-01,1,81262,2023,Rogers Park,55789.0,1456.595386187241
2023-04-01,2,57969,2023,West Ridge,79897.0,725.5466413006745
2023-04-01,3,133531,2023,Uptown,59119.0,2258.6816421116728
2023-04-01,4,63048,2023,Lincoln Square,42338.0,1489.158675421607
2023-04-01,5,63567,2023,North Center,37094.0,1713.6733703563918
2023-04-01,6,405738,2023,Lake View,102611.0,3954.137470641549
2023-04-01,7,290420,2023,Lincoln Park,69641.0,4170.244539854396
2023-04-01,8,930480,2023,Near North Side,98505.0,9446.017968631035
2023-04-01,9,6560,2023,Edison Park,11494.0,570.7325561162345
2023-04-01,10,22953,2023,Norwood Park,39550.84112,580.3416400262893
2023-04-01,11,21321,2023,Jefferson Park,27172.0,784.6680406300603
2023-04-01,12,8735,2023,Forest Glen,20311.0,430.0625276943528
2023-04-01,13,15598,2023,North Park,18847.0,827.6118215100546
2023-04-01,14,43228,2023,Albany Park,48647.0,888.6056694143524
2023-04-01,15,45565,2023,Portage Park,65563.0,694.9804005307872
2023-04-01,16,63676,2023,Irving Park,54280.0,1173.1024318349298
2023-04-01,17,20473,2023,Dunning,44277.0,462.38453373083087
2023-04-01,18,9048,2023,Montclare,13776.0,656.794425087108
2023-04-01,19,53057,2023,Belmont Cragin,78610.0,674.9395751176695
2023-04-01,20,17321,2023,Hermosa,23201.0,746.5626481617171
2023-04-01,21,65145,2023,Avondale,36820.0,1769.2829983704507
2023-04-01,22,202806,2023,Logan Square,71419.0,2839.664515045016
2023-04-01,23,57102,2023,Humboldt Park,55785.0,1023.608496907771
2023-04-01,24,319391,2023,West Town,86870.0,3676.65477149764
2023-04-01,25,102235,2023,Austin,97313.0,1050.579059324037
2023-04-01,26,25104,2023,West Garfield Park,17289.0,1452.0215165712302
2023-04-01,27,34179,2023,East Garfield Park,19908.0,1716.847498493068
2023-04-01,28,500502,2023,Near West Side,65019.0,7697.780648733447
2023-04-01,29,55246,2023,North Lawndale,32106.0,1720.7375568429577
2023-04-01,30,41853,2023,South Lawndale,70281.0,595.509454902463
2023-04-01,31,73603,2023,Lower West Side,33588.0,2191.3481005120875
2023-04-01,32,499808,2023,The Loop,39834.0,12547.271175377817
2023-04-01,33,148882,2023,Near South Side,26816.0,5551.983890214797
2023-04-01,34,34617,2023,Armour Square,13323.66393,2598.1591986912263
2023-04-01,35,41586,2023,Douglas,21278.0,1954.413008741423
2023-04-01,36,9184,2023,Oakland,7413.0,1238.9046270066099
2023-04-01,37,6087,2023,Fuller Park,2288.722892,2659.561811207681
2023-04-01,38,38918,2023,Grand Boulevard,24401.0,1594.9346338264825
2023-04-01,39,30453,2023,Kenwood,18492.0,1646.8202465931215
2023-04-01,40,22181,2023,Washington Park,11607.0,1911.00198156285
2023-04-01,41,150224,2023,Hyde Park,28801.0,5215.930002430471
2023-04-01,42,58924,2023,Woodlawn,23302.0,2528.709981975796
2023-04-01,43,66793,2023,South Shore,54873.0,1217.228873945292
2023-04-01,44,51867,2023,Chatham,32527.73344,1594.5470069617
2023-04-01,45,10271,2023,Avalon Park,9740.26656,1054.4885950225987
2023-04-01,46,24226,2023,South Chicago,30399.0,796.9341096746604
2023-04-01,47,3730,2023,Burnside,2652.0,1406.4856711915536
2023-04-01,48,11255,2023,Calumet Heights,12843.0,876.352877053648
2023-04-01,49,45888,2023,Roseland,39128.0,1172.7663054590064
2023-04-01,50,11088,2023,Pullman,7147.0,1551.4201762977473
2023-04-01,51,13665,2023,South Deering,15198.0,899.1314646664035
2023-04-01,52,4136,2023,East Side,24353.39344,169.83259479587335
2023-04-01,53,24222,2023,West Pullman,26951.0,898.7421617008645
2023-04-01,54,8809,2023,Riverdale,7934.0,1110.284850012604
2023-04-01,55,3385,2023,Hegewisch,9318.60656,363.25173492462585
2023-04-01,56,100175,2023,Garfield Ridge,36704.0,2729.2665649520486
2023-04-01,57,12778,2023,Archer Heights,13591.0,940.181002133765
2023-04-01,58,24813,2023,Brighton Park,43197.0,574.4148899229114
2023-04-01,59,14560,2023,McKinley Park,15558.0,935.8529373955521
2023-04-01,60,31277,2023,Bridgeport,34387.33607,909.5499557258959
2023-04-01,61,30851,2023,New City,39497.27711,781.091818407631
2023-04-01,62,9560,2023,West Elsdon,18022.0,530.462767728332
2023-04-01,63,17864,2023,Gage Park,35621.0,501.50192302293596
2023-04-01,64,10881,2023,Clearing,25507.0,426.58877955071154
2023-04-01,65,16570,2023,West Lawn,32398.0,511.4513241558121
2023-04-01,66,36978,2023,Chicago Lawn,51169.0,722.6641130371904
2023-04-01,67,31084,2023,West Englewood,26282.0,1182.7106004109276
2023-04-01,68,36392,2023,Englewood,21054.0,1728.5076470029449
2023-04-01,69,49638,2023,Greater Grand Crossing,29309.0,1693.6094714933981
2023-04-01,70,23264,2023,Ashburn,44215.0,526.1562818048174
2023-04-01,71,52489,2023,Auburn Gresham,48039.0,1092.6330689647993
