month,community_area,n_trips,year,community_area_name,population,tui_index
2023-04-01,72,10042,2023,Beverly,19919.0,504.141774185451
2023-04-01,73,25672,2023,Washington Heights,26676.0,962.3631728894887
2023-04-01,74,5836,2023,Mount Greenwood,19477.0,299.6354674744571
2023-04-01,75,18923,2023,Morgan Park,21634.0327,874.6866690277305
2023-04-01,76,309049,2023,O'Hare,13624.03157,22684.107740951164
2023-04-01,77,93918,2023,Edgewater,58084.0,1616.934095447972
2023-05-01,1,83115,2023,Rogers Park,55789.0,1489.8098191399738
2023-05-01,2,61609,2023,West Ridge,79897.0,771.1052980712667
2023-05-01,3,133838,2023,Uptown,59119.0,2263.87455809469
2023-05-01,4,65115,2023,Lincoln Square,42338.0,1537.9800651896642
2023-05-01,5,66012,2023,North Center,37094.0,1779.5869952013802
2023-05-01,6,406338,2023,Lake View,102611.0,3959.984796951594
2023-05-01,7,296658,2023,Lincoln Park,69641.0,4259.818210536897
2023-05-01,8,966336,2023,Near North Side,98505.0,9810.019795949444
2023-05-01,9,6868,2023,Edison Park,11494.0,597.5291456412041
2023-05-01,10,24836,2023,Norwood Park,39550.84112,627.9512469695866
2023-05-01,11,22131,2023,Jefferson Park,27172.0,814.478139261004
2023-05-01,12,9689,2023,Forest Glen,20311.0,477.03215006646644
2023-05-01,13,16501,2023,North Park,18847.0,875.5239560672786
2023-05-01,14,45255,2023,Albany Park,48647.0,930.2731925915267
2023-05-01,15,48181,2023,Portage Park,65563.0,734.8809541967269
2023-05-01,16,66539,2023,Irving Park,54280.0,1225.8474576271185
2023-05-01,17,21832,2023,Dunning,44277.0,493.07767012218534
2023-05-01,18,9852,2023,Montclare,13776.0,715.156794425087
2023-05-01,19,55984,2023,Belmont Cragin,78610.0,712.1740236611118
2023-05-01,20,18078,2023,Hermosa,23201.0,779.1905521313737
2023-05-01,21,66535,2023,Avondale,36820.0,1807.0342205323193
2023-05-01,22,200932,2023,Logan Square,71419.0,2813.4249989498594
2023-05-01,23,59162,2023,Humboldt Park,55785.0,1060.535986376266
2023-05-01,24,320981,2023,West Town,86870.0,3694.9579831932774
2023-05-01,25,105753,2023,Austin,97313.0,1086.7304471139519
2023-05-01,26,25680,2023,West Garfield Park,17289.0,1485.3374978309907
2023-05-01,27,35316,2023,East Garfield Park,19908.0,1773.9602169981915
2023-05-01,28,516781,2023,Near West Side,65019.0,7948.153616635137
2023-05-01,29,56331,2023,North Lawndale,32106.0,1754.5318632031397
2023-05-01,30,43578,2023,South Lawndale,70281.0,620.0537840952746
2023-05-01,31,75597,2023,Lower West Side,33588.0,2250.714540907467
2023-05-01,32,540995,2023,The Loop,39834.0,13581.237134106543
2023-05-01,33,157261,2023,Near South Side,26816.0,5864.4465990453455
2023-05-01,34,37961,2023,Armour Square,13323.66393,2849.1412121650533
2023-05-01,35,44271,2023,Douglas,21278.0,2080.599680421092
2023-05-01,36,9649,2023,Oakland,7413.0,1301.6322676379332
2023-05-01,37,6359,2023,Fuller Park,2288.722892,2778.4053815458583
2023-05-01,38,41052,2023,Grand Boulevard,24401.0,1682.3900659809024
2023-05-01,39,31957,2023,Kenwood,18492.0,1728.1527146874325
2023-05-01,40,23603,2023,Washington Park,11607.0,2033.5142586370293
2023-05-01,41,154185,2023,Hyde Park,28801.0,5353.459949307316
2023-05-01,42,61003,2023,Woodlawn,23302.0,2617.929791434212
2023-05-01,43,68894,2023,South Shore,54873.0,1255.5172853680317
2023-05-01,44,53214,2023,Chatham,32527.73344,1635.9578234418784
2023-05-01,45,10936,2023,Avalon Park,9740.26656,1122.7618805537084
2023-05-01,46,25140,2023,South Chicago,30399.0,827.0008881871114
2023-05-01,47,3998,2023,Burnside,2652.0,1507.5414781297134
2023-05-01,48,12432,2023,Calumet Heights,12843.0,967.9981312777388
2023-05-01,49,48321,2023,Roseland,39128.0,1234.9468411367818
2023-05-01,50,12336,2023,Pullman,7147.0,1726.038897439485
2023-05-01,51,14358,2023,South Deering,15198.0,944.7295696802211
2023-05-01,52,4186,2023,East Side,24353.39344,171.88569676390856
2023-05-01,53,25406,2023,West Pullman,26951.0,942.6737412340915
2023-05-01,54,9032,2023,Riverdale,7934.0,1138.3917317872447
2023-05-01,55,3480,2023,Hegewisch,9318.60656,373.44639218248096
2023-05-01,56,110037,2023,Garfield Ridge,36704.0,2997.9566259808194
2023-05-01,57,13843,2023,Archer Heights,13591.0,1018.5416819954382
2023-05-01,58,26588,2023,Brighton Park,43197.0,615.5057064147973
2023-05-01,59,14979,2023,McKinley Park,15558.0,962.7844195912071
2023-05-01,60,32223,2023,Bridgeport,34387.33607,937.060083235462
2023-05-01,61,32767,2023,New City,39497.27711,829.6014914836745
2023-05-01,62,10365,2023,West Elsdon,18022.0,575.1303961824436
2023-05-01,63,19186,2023,Gage Park,35621.0,538.6148620195952
2023-05-01,64,11433,2023,Clearing,25507.0,448.229897675148
2023-05-01,65,18061,2023,West Lawn,32398.0,557.4726834989814
2023-05-01,66,38648,2023,Chicago Lawn,51169.0,755.301061189392
2023-05-01,67,33019,2023,West Englewood,26282.0,1256.335134312457
2023-05-01,68,38620,2023,Englewood,21054.0,1834.3307685000475
2023-05-01,69,52030,2023,Greater Grand Crossing,29309.0,1775.2226278617488
2023-05-01,70,24941,2023,Ashburn,44215.0,564.084586678729
2023-05-01,71,55839,2023,Auburn Gresham,48039.0,1162.3680759383
2023-05-01,72,11197,2023,Beverly,19919.0,562.1266127817661
2023-05-01,73,27961,2023,Washington Heights,26676.0,1048.1706402759035
2023-05-01,74,5699,2023,Mount Greenwood,19477.0,292.6015300097551
2023-05-01,75,20123,2023,Morgan Park,21634.0327,930.1548296171338
2023-05-01,76,337544,2023,O'Hare,13624.03157,24775.63254795071
2023-05-01,77,96530,2023,Edgewater,58084.0,1661.9034501756078
2023-06-01,1,79545,2023,Rogers Park,55789.0,1425.818709781498
2023-06-01,2,59711,2023,West Ridge,79897.0,747.3497127551723
2023-06-01,3,136290,2023,Uptown,59119.0,2305.3502258157278
2023-06-01,4,66158,2023,Lincoln Square,42338.0,1562.6151447871887
2023-06-01,5,66367,2023,North Center,37094.0,1789.1572761093437
2023-06-01,6,426345,2023,Lake View,102611.0,4154.963892760035
2023-06-01,7,312489,2023,Lincoln Park,69641.0,4487.141195560087
2023-06-01,8,1011168,2023,Near North Side,98505.0,10265.143901324805
2023-06-01,9,6884,2023,Edison Park,11494.0,598.9211762658779
2023-06-01,10,24472,2023,Norwood Park,39550.84112,618.7479028764585
2023-06-01,11,21938,2023,Jefferson Park,27172.0,807.3752392168409
2023-06-01,12,10010,2023,Forest Glen,20311.0,492.83639407217765
2023-06-01,13,15247,2023,North Park,18847.0,808.9881678781768
2023-06-01,14,43092,2023,Albany Park,48647.0,885.8100191173145
2023-06-01,15,45780,2023,Portage Park,65563.0,698.2596891539436
2023-06-01,16,62996,2023,Irving Park,54280.0,1160.5747973470893
2023-06-01,17,21127,2023,Dunning,44277.0,477.15518214874544
2023-06-01,18,9456,2023,Montclare,13776.0,686.411149825784
2023-06-01,19,55612,2023,Belmont Cragin,78610.0,707.4418012975449
2023-06-01,20,17203,2023,Hermosa,23201.0,741.476660488772
2023-06-01,21,63609,2023,Avondale,36820.0,1727.5665399239545
2023-06-01,22,201113,2023,Logan Square,71419.0,2815.959338551366
2023-06-01,23,55695,2023,Humboldt Park,55785.0,998.3866630814736
2023-06-01,24,325576,2023,West Town,86870.0,3747.853113848279
2023-06-01,25,101435,2023,Austin,97313.0,1042.358163862999
2023-06-01,26,23645,2023,West Garfield Park,17289.0,1367.6325987622185
2023-06-01,27,33333,2023,East Garfield Park,19908.0,1674.3520192887283
2023-06-01,28,531215,2023,Near West Side,65019.0,8170.150263769053
2023-06-01,29,53316,2023,North Lawndale,32106.0,1660.624182395814
2023-06-01,30,40889,2023,South Lawndale,70281.0,581.7930877477554
2023-06-01,31,72658,2023,Lower West Side,33588.0,2163.2130522805764
2023-06-01,32,573094,2023,The Loop,39834.0,14387.056283576843
2023-06-01,33,170313,2023,Near South Side,26816.0,6351.170942720763
2023-06-01,34,35504,2023,Armour Square,13323.66393,2664.7324779828787
2023-06-01,35,40978,2023,Douglas,21278.0,1925.8388946329544
2023-06-01,36,9083,2023,Oakland,7413.0,1225.279913665183
2023-06-01,37,6157,2023,Fuller Park,2288.722892,2690.1465535741236
2023-06-01,38,40312,2023,Grand Boulevard,24401.0,1652.0634400229499
2023-06-01,39,30331,2023,Kenwood,18492.0,1640.222799048237
2023-06-01,40,21925,2023,Washington Park,11607.0,1888.9463254932368
2023-06-01,41,106845,2023,Hyde Park,28801.0,3709.767021978403
2023-06-01,42,46217,2023,Woodlawn,23302.0,1983.3919835207278
2023-06-01,43,65083,2023,South Shore,54873.0,1186.0660069615294
2023-06-01,44,49016,2023,Chatham,32527.73344,1506.8987235281525
2023-06-01,45,10630,2023,Avalon Park,9740.26656,1091.3459025499194
2023-06-01,46,23291,2023,South Chicago,30399.0,766.1765189644397
2023-06-01,47,3729,2023,Burnside,2652.0,1406.1085972850678
2023-06-01,48,11677,2023,Calumet Heights,12843.0,909.211243478938
2023-06-01,49,45069,2023,Roseland,39128.0,1151.8350030668576
2023-06-01,50,11969,2023,Pullman,7147.0,1674.688680565272
2023-06-01,51,13299,2023,South Deering,15198.0,875.0493485984998
2023-06-01,52,4048,2023,East Side,24353.39344,166.21913533213137
2023-06-01,53,24146,2023,West Pullman,26951.0,895.9222292308264
2023-06-01,54,7910,2023,Riverdale,7934.0,996.97504411394
2023-06-01,55,3345,2023,Hegewisch,9318.60656,358.9592476581606
2023-06-01,56,109366,2023,Garfield Ridge,36704.0,2979.675239755885
2023-06-01,57,13218,2023,Archer Heights,13591.0,972.5553675226253
2023-06-01,58,25105,2023,Brighton Park,43197.0,581.1746186077736
2023-06-01,59,14037,2023,McKinley Park,15558.0,902.2367913613575
2023-06-01,60,31248,2023,Bridgeport,34387.33607,908.7066220073151
2023-06-01,61,31219,2023,New City,39497.27711,790.4089163679566
2023-06-01,62,9526,2023,West Elsdon,18022.0,528.5761846631895
2023-06-01,63,17997,2023,Gage Park,35621.0,505.235675584627
2023-06-01,64,11592,2023,Clearing,25507.0,454.463480613165
2023-06-01,65,18489,2023,West Lawn,32398.0,570.6833755170072
2023-06-01,66,36871,2023,Chicago Lawn,51169.0,720.5730031855226
2023-06-01,67,30372,2023,West Englewood,26282.0,1155.6198158435432
2023-06-01,68,35669,2023,Englewood,21054.0,1694.167379120357
2023-06-01,69,48895,2023,Greater Grand Crossing,29309.0,1668.2588965846667
2023-06-01,70,23972,2023,Ashburn,44215.0,542.1689471898677
2023-06-01,71,51517,2023,Auburn Gresham,48039.0,1072.3995087324881
2023-06-01,72,11363,2023,Beverly,19919.0,570.4603644761283
2023-06-01,73,25468,2023,Washington Heights,26676.0,954.7158494526916
2023-06-01,74,5893,2023,Mount Greenwood,19477.0,302.56199620064694
2023-06-01,75,18970,2023,Morgan Park,21634.0327,876.8591719841488
2023-06-01,76,334232,2023,O'Hare,13624.03157,24532.532700230673
2023-06-01,77,96525,2023,Edgewater,58084.0,1661.8173679498657
2023-07-01,1,78158,2023,Rogers Park,55789.0,1400.9571779383032
2023-07-01,2,60213,2023,West Ridge,79897.0,753.6328022328748
2023-07-01,3,139134,2023,Uptown,59119.0,2353.4565875606827
2023-07-01,4,66127,2023,Lincoln Square,42338.0,1561.8829420378856
2023-07-01,5,68627,2023,North Center,37094.0,1850.0835714670836
2023-07-01,6,432334,2023,Lake View,102611.0,4213.329954878132
2023-07-01,7,323387,2023,Lincoln Park,69641.0,4643.629471144872
2023-07-01,8,1056403,2023,Near North Side,98505.0,10724.359169585301
2023-07-01,9,7122,2023,Edison Park,11494.0,619.6276318078998
2023-07-01,10,25403,2023,Norwood Park,39550.84112,642.2872252684977
2023-07-01,11,21848,2023,Jefferson Park,27172.0,804.0630060356249
2023-07-01,12,10181,2023,Forest Glen,20311.0,501.2554773275565
2023-07-01,13,14950,2023,North Park,18847.0,793.2296917281266
2023-07-01,14,44876,2023,Albany Park,48647.0,922.4823730137522
2023-07-01,15,47025,2023,Portage Park,65563.0,717.2490581578023
2023-07-01,16,63440,2023,Irving Park,54280.0,1168.7546057479733
2023-07-01,17,21984,2023,Dunning,44277.0,496.51060369943764
2023-07-01,18,9412,2023,Montclare,13776.0,683.2171893147503
2023-07-01,19,54893,2023,Belmont Cragin,78610.0,698.2953822668871
2023-07-01,20,18347,2023,Hermosa,23201.0,790.7848799620706
2023-07-01,21,66614,2023,Avondale,36820.0,1809.1797935904399
2023-07-01,22,211681,2023,Logan Square,71419.0,2963.9311667763477
2023-07-01,23,58520,2023,Humboldt Park,55785.0,1049.0275163574438
2023-07-01,24,351820,2023,West Town,86870.0,4049.959709911362
2023-07-01,25,106169,2023,Austin,97313.0,1091.0053127536917
2023-07-01,26,25131,2023,West Garfield Park,17289.0,1453.5832031927816
2023-07-01,27,33931,2023,East Garfield Park,19908.0,1704.390194896524
2023-07-01,28,555425,2023,Near West Side,65019.0,8542.502960673033
2023-07-01,29,55706,2023,North Lawndale,32106.0,1735.0650968666293
2023-07-01,30,43278,2023,South Lawndale,70281.0,615.7852051052205
2023-07-01,31,75850,2023,Lower West Side,33588.0,2258.2469929736812
2023-07-01,32,570875,2023,The Loop,39834.0,14331.350102927148
2023-07-01,33,154899,2023,Near South Side,26816.0,5776.36485680191
2023-07-01,34,37559,2023,Armour Square,13323.66393,2818.9693313586904
2023-07-01,35,47895,2023,Douglas,21278.0,2250.916439514992
2023-07-01,36,10974,2023,Oakland,7413.0,1480.372318899231
2023-07-01,37,6450,2023,Fuller Park,2288.722892,2818.165546622234
2023-07-01,38,43018,2023,Grand Boulevard,24401.0,1762.9605344043277
2023-07-01,39,30542,2023,Kenwood,18492.0,1651.6331386545532
2023-07-01,40,23809,2023,Washington Park,11607.0,2051.2621693805463
2023-07-01,41,92955,2023,Hyde Park,28801.0,3227.4921009687164
2023-07-01,42,48876,2023,Woodlawn,23302.0,2097.5023603124196
2023-07-01,43,68006,2023,South Shore,54873.0,1239.3344632150602
2023-07-01,44,51489,2023,Chatham,32527.73344,1582.9261542300685
2023-07-01,45,11144,2023,Avalon Park,9740.26656,1144.116532268702
2023-07-01,46,24263,2023,South Chicago,30399.0,798.1512549754926
2023-07-01,47,3919,2023,Burnside,2652.0,1477.7526395173454
2023-07-01,48,12164,2023,Calumet Heights,12843.0,947.1307326948532
2023-07-01,49,47339,2023,Roseland,39128.0,1209.8497239828257
2023-07-01,50,12505,2023,Pullman,7147.0,1749.6851825940953
2023-07-01,51,13918,2023,South Deering,15198.0,915.7783918936702
2023-07-01,52,4433,2023,East Side,24353.39344,182.02802048600256
2023-07-01,53,25404,2023,West Pullman,26951.0,942.5995324848799
2023-07-01,54,8374,2023,Riverdale,7934.0,1055.4575245777667
2023-07-01,55,3308,2023,Hegewisch,9318.60656,354.9886969366802
2023-07-01,56,108926,2023,Garfield Ridge,36704.0,2967.687445510026
2023-07-01,57,12927,2023,Archer Heights,13591.0,951.1441395040836
2023-07-01,58,26162,2023,Brighton Park,43197.0,605.6439104567447
2023-07-01,59,15092,2023,McKinley Park,15558.0,970.0475639542358
2023-07-01,60,32601,2023,Bridgeport,34387.33607,948.0525020500666
2023-07-01,61,32115,2023,New City,39497.27711,813.0940244452713
2023-07-01,62,10192,2023,West Elsdon,18022.0,565.5310176451004
2023-07-01,63,19169,2023,Gage Park,35621.0,538.1376154515594
2023-07-01,64,11552,2023,Clearing,25507.0,452.8952836476262
2023-07-01,65,18545,2023,West Lawn,32398.0,572.4118772763751
2023-07-01,66,37820,2023,Chicago Lawn,51169.0,739.1193886923724
2023-07-01,67,31849,2023,West Englewood,26282.0,1211.8179742789744
2023-07-01,68,36359,2023,Englewood,21054.0,1726.9402488838225
2023-07-01,69,50269,2023,Greater Grand Crossing,29309.0,1715.1386945989286
2023-07-01,70,24675,2023,Ashburn,44215.0,558.0685287798258
2023-07-01,71,53066,2023,Auburn Gresham,48039.0,1104.644143300235
2023-07-01,72,11680,2023,Beverly,19919.0,586.3748180129525
2023-07-01,73,27183,2023,Washington Heights,26676.0,1019.0058479532165
2023-07-01,74,6319,2023,Mount Greenwood,19477.0,324.4339477332238
2023-07-01,75,19511,2023,Morgan Park,21634.0327,901.866067716538
2023-07-01,76,315529,2023,O'Hare,13624.03157,23159.737877794716
2023-07-01,77,96949,2023,Edgewater,58084.0,1669.11714069279
2023-08-01,1,79446,2023,Rogers Park,55789.0,1424.0441664127336
2023-08-01,2,63388,2023,West Ridge,79897.0,793.3714657621688
2023-08-01,3,146460,2023,Uptown,59119.0,2477.376139650535
2023-08-01,4,65591,2023,Lincoln Square,42338.0,1549.2229203079974
2023-08-01,5,70568,2023,North Center,37094.0,1902.4100932765407
2023-08-01,6,442622,2023,Lake View,102611.0,4313.5921100076985
2023-08-01,7,317364,2023,Lincoln Park,69641.0,4557.143062276532
2023-08-01,8,1030754,2023,Near North Side,98505.0,10463.976447896046
2023-08-01,9,7266,2023,Edison Park,11494.0,632.1559074299635
2023-08-01,10,24128,2023,Norwood Park,39550.84112,610.0502370302056
2023-08-01,11,23071,2023,Jefferson Park,27172.0,849.0725747092596
2023-08-01,12,10372,2023,Forest Glen,20311.0,510.65924868297964
2023-08-01,13,16135,2023,North Park,18847.0,856.10441980156
2023-08-01,14,45390,2023,Albany Park,48647.0,933.0482866363805
2023-08-01,15,48933,2023,Portage Park,65563.0,746.350838125162
2023-08-01,16,64540,2023,Irving Park,54280.0,1189.0198968312452
2023-08-01,17,22502,2023,Dunning,44277.0,508.20967996928425
2023-08-01,18,9674,2023,Montclare,13776.0,702.2357723577236
2023-08-01,19,57027,2023,Belmont Cragin,78610.0,725.4420557181021
2023-08-01,20,18119,2023,Hermosa,23201.0,780.9577173397698
2023-08-01,21,65961,2023,Avondale,36820.0,1791.4448669201522
2023-08-01,22,203536,2023,Logan Square,71419.0,2849.8858847085507
2023-08-01,23,61863,2023,Humboldt Park,55785.0,1108.954019897822
2023-08-01,24,334641,2023,West Town,86870.0,3852.2044434212044
2023-08-01,25,109543,2023,Austin,97313.0,1125.6769393606198
2023-08-01,26,25600,2023,West Garfield Park,17289.0,1480.7102782115796
2023-08-01,27,35182,2023,East Garfield Park,19908.0,1767.2292545710266
2023-08-01,28,562431,2023,Near West Side,65019.0,8650.256078992294
2023-08-01,29,58581,2023,North Lawndale,32106.0,1824.6122220145767
2023-08-01,30,44840,2023,South Lawndale,70281.0,638.0102730467694
2023-08-01,31,79570,2023,Lower West Side,33588.0,2369.0008336310584
2023-08-01,32,560693,2023,The Loop,39834.0,14075.739318170408
2023-08-01,33,126954,2023,Near South Side,26816.0,4734.263126491647
2023-08-01,34,36511,2023,Armour Square,13323.66393,2740.3122888585194
2023-08-01,35,47699,2023,Douglas,21278.0,2241.705047466867
2023-08-01,36,10246,2023,Oakland,7413.0,1382.166464319439
2023-08-01,37,6553,2023,Fuller Park,2288.722892,2863.16881039
2023-08-01,38,43784,2023,Grand Boulevard,24401.0,1794.3526904635057
2023-08-01,39,30603,2023,Kenwood,18492.0,1654.9318624269956
2023-08-01,40,24044,2023,Washington Park,11607.0,2071.5085724131986
2023-08-01,41,90551,2023,Hyde Park,28801.0,3144.0227769869102
2023-08-01,42,47364,2023,Woodlawn,23302.0,2032.6152261608445
2023-08-01,43,69058,2023,South Shore,54873.0,1258.5060047746615
2023-08-01,44,53082,2023,Chatham,32527.73344,1631.8997478848007
2023-08-01,45,11803,2023,Avalon Park,9740.26656,1211.7738182311102
2023-08-01,46,25284,2023,South Chicago,30399.0,831.7378861146748
2023-08-01,47,4377,2023,Burnside,2652.0,1650.4524886877828
2023-08-01,48,12637,2023,Calumet Heights,12843.0,983.9601339250954
2023-08-01,49,49295,2023,Roseland,39128.0,1259.8395011245145
2023-08-01,50,12959,2023,Pullman,7147.0,1813.2083391632855
2023-08-01,51,15463,2023,South Deering,15198.0,1017.4365048032637
2023-08-01,52,4595,2023,East Side,24353.39344,188.68007086243665
2023-08-01,53,24521,2023,West Pullman,26951.0,909.8363697079885
2023-08-01,54,8700,2023,Riverdale,7934.0,1096.546508696748
2023-08-01,55,3786,2023,Hegewisch,9318.60656,406.28391977094054
2023-08-01,56,112787,2023,Garfield Ridge,36704.0,3072.880340017437
2023-08-01,57,14528,2023,Archer Heights,13591.0,1068.9426826576412
2023-08-01,58,27056,2023,Brighton Park,43197.0,626.3397921151932
2023-08-01,59,16182,2023,McKinley Park,15558.0,1040.1079830312378
2023-08-01,60,33383,2023,Bridgeport,34387.33607,970.7934319786931
2023-08-01,61,33543,2023,New City,39497.27711,849.2484154434917
2023-08-01,62,10729,2023,West Elsdon,18022.0,595.3279325269115
2023-08-01,63,19691,2023,Gage Park,35621.0,552.7918924230089
2023-08-01,64,11974,2023,Clearing,25507.0,469.43976163406126
2023-08-01,65,20039,2023,West Lawn,32398.0,618.525834928082
2023-08-01,66,40038,2023,Chicago Lawn,51169.0,782.4659461783502
2023-08-01,67,33302,2023,West Englewood,26282.0,1267.1029602008978
2023-08-01,68,38381,2023,Englewood,21054.0,1822.9790063645862
2023-08-01,69,51388,2023,Greater Grand Crossing,29309.0,1753.3180934184038
2023-08-01,70,25953,2023,Ashburn,44215.0,586.9727468053828
2023-08-01,71,55890,2023,Auburn Gresham,48039.0,1163.4297133578968
2023-08-01,72,11152,2023,Beverly,19919.0,559.8674632260656
2023-08-01,73,27613,2023,Washington Heights,26676.0,1035.1252061778378
2023-08-01,74,6663,2023,Mount Greenwood,19477.0,342.0958053088258
2023-08-01,75,19263,2023,Morgan Park,21634.0327,890.4026478613948
2023-08-01,76,326054,2023,O'Hare,13624.03157,23932.269851603112
2023-08-01,77,98569,2023,Edgewater,58084.0,1697.007781833207
2023-09-01,1,81200,2023,Rogers Park,55789.0,1455.484055996702
2023-09-01,2,63151,2023,West Ridge,79897.0,790.4051466262814
2023-09-01,3,142040,2023,Uptown,59119.0,2402.6116815237065
2023-09-01,4,68087,2023,Lincoln Square,42338.0,1608.1770513486701
2023-09-01,5,66811,2023,North Center,37094.0,1801.1268668787407
2023-09-01,6,413235,2023,Lake View,102611.0,4027.1998128855585
2023-09-01,7,318725,2023,Lincoln Park,69641.0,4576.686147528037
2023-09-01,8,1007129,2023,Near North Side,98505.0,10224.140906552966
2023-09-01,9,6371,2023,Edison Park,11494.0,554.289194362276
2023-09-01,10,25042,2023,Norwood Park,39550.84112,633.159732912401
2023-09-01,11,23420,2023,Jefferson Park,27172.0,861.916678934197
2023-09-01,12,9496,2023,Forest Glen,20311.0,467.5299099010388
2023-09-01,13,17130,2023,North Park,18847.0,908.8979678463415
2023-09-01,14,45602,2023,Albany Park,48647.0,937.40621209941
2023-09-01,15,47994,2023,Portage Park,65563.0,732.028735719842
2023-09-01,16,64222,2023,Irving Park,54280.0,1183.1613854089903
2023-09-01,17,22227,2023,Dunning,44277.0,501.99878040517655
2023-09-01,18,9861,2023,Montclare,13776.0,715.8101045296166
2023-09-01,19,56991,2023,Belmont Cragin,78610.0,724.9840987151762
2023-09-01,20,18743,2023,Hermosa,23201.0,807.8531097797509
2023-09-01,21,66680,2023,Avondale,36820.0,1810.9722976643127
2023-09-01,22,204858,2023,Logan Square,71419.0,2868.3963651129247
2023-09-01,23,61258,2023,Humboldt Park,55785.0,1098.1088106121717
2023-09-01,24,347567,2023,West Town,86870.0,4001.001496489007
2023-09-01,25,107278,2023,Austin,97313.0,1102.4015290865557
2023-09-01,26,24904,2023,West Garfield Park,17289.0,1440.4534675227023
2023-09-01,27,35355,2023,East Garfield Park,19908.0,1775.919228450874
2023-09-01,28,568142,2023,Near West Side,65019.0,8738.091942355311
2023-09-01,29,64867,2023,North Lawndale,32106.0,2020.4011711206626
2023-09-01,30,46544,2023,South Lawndale,70281.0,662.2558017102773
2023-09-01,31,80144,2023,Lower West Side,33588.0,2386.0902703346433
2023-09-01,32,554092,2023,The Loop,39834.0,13910.026610433299
2023-09-01,33,136610,2023,Near South Side,26816.0,5094.346658711217
2023-09-01,34,36988,2023,Armour Square,13323.66393,2776.1132519048756
2023-09-01,35,46349,2023,Douglas,21278.0,2178.2592348904973
2023-09-01,36,9469,2023,Oakland,7413.0,1277.3506002967758
2023-09-01,37,6412,2023,Fuller Park,2288.722892,2801.5624007661654
2023-09-01,38,42577,2023,Grand Boulevard,24401.0,1744.8875046104667
2023-09-01,39,30874,2023,Kenwood,18492.0,1669.5868483668614
2023-09-01,40,23215,2023,Washington Park,11607.0,2000.0861549065219
2023-09-01,41,110236,2023,Hyde Park,28801.0,3827.505989375369
2023-09-01,42,52748,2023,Woodlawn,23302.0,2263.6683546476697
2023-09-01,43,67421,2023,South Shore,54873.0,1228.6734824048258
2023-09-01,44,52598,2023,Chatham,32527.73344,1617.0201375088495
2023-09-01,45,11195,2023,Avalon Park,9740.26656,1149.352528602667
2023-09-01,46,24452,2023,South Chicago,30399.0,804.3685647554196
2023-09-01,47,4238,2023,Burnside,2652.0,1598.0392156862747
2023-09-01,48,11833,2023,Calumet Heights,12843.0,921.3579381764386
2023-09-01,49,48457,2023,Roseland,39128.0,1238.4226129625845
2023-09-01,50,13291,2023,Pullman,7147.0,1859.6613963900936
2023-09-01,51,14849,2023,South Deering,15198.0,977.0364521647585
2023-09-01,52,4603,2023,East Side,24353.39344,189.00856717732228
2023-09-01,53,25089,2023,West Pullman,26951.0,930.9116544840637
2023-09-01,54,8470,2023,Riverdale,7934.0,1067.5573481220067
2023-09-01,55,3879,2023,Hegewisch,9318.60656,416.26395266547235
2023-09-01,56,115284,2023,Garfield Ridge,36704.0,3140.911072362685
2023-09-01,57,14080,2023,Archer Heights,13591.0,1035.9796924435286
2023-09-01,58,26865,2023,Brighton Park,43197.0,621.9181887631086
2023-09-01,59,15816,2023,McKinley Park,15558.0,1016.583108368685
2023-09-01,60,34482,2023,Bridgeport,34387.33607,1002.7528718655991
2023-09-01,61,33502,2023,New City,39497.27711,848.2103692033468
2023-09-01,62,10889,2023,West Elsdon,18022.0,604.2059704805238
2023-09-01,63,19924,2023,Gage Park,35621.0,559.3329777378513
2023-09-01,64,12018,2023,Clearing,25507.0,471.164778296154
2023-09-01,65,19745,2023,West Lawn,32398.0,609.4512006914007
2023-09-01,66,39797,2023,Chicago Lawn,51169.0,777.7560632414156
2023-09-01,67,31988,2023,West Englewood,26282.0,1217.1067650863708
2023-09-01,68,38494,2023,Englewood,21054.0,1828.3461574997625
2023-09-01,69,50424,2023,Greater Grand Crossing,29309.0,1720.4271725408578
2023-09-01,70,25069,2023,Ashburn,44215.0,566.9795318330883
2023-09-01,71,53219,2023,Auburn Gresham,48039.0,1107.829055559025
2023-09-01,72,10452,2023,Beverly,19919.0,524.7251368040564
2023-09-01,73,26849,2023,Washington Heights,26676.0,1006.4852301694407
2023-09-01,74,6670,2023,Mount Greenwood,19477.0,342.4552035734456
2023-09-01,75,19844,2023,Morgan Park,21634.0327,917.2584822800975
2023-09-01,76,337696,2023,O'Hare,13624.03157,24786.789304247042
2023-09-01,77,97893,2023,Edgewater,58084.0,1685.3694649128847
2023-10-01,1,87199,2023,Rogers Park,55789.0,1563.0142142716306
2023-10-01,2,66119,2023,West Ridge,79897.0,827.5529744546103
2023-10-01,3,150497,2023,Uptown,59119.0,2545.662139075424
2023-10-01,4,69737,2023,Lincoln Square,42338.0,1647.1491331664224
2023-10-01,5,71634,2023,North Center,37094.0,1931.1478945382003
2023-10-01,6,425491,2023,Lake View,102611.0,4146.6411983120715
2023-10-01,7,337149,2023,Lincoln Park,69641.0,4841.242945965739
2023-10-01,8,1075693,2023,Near North Side,98505.0,10920.186792548602
2023-10-01,9,6573,2023,Edison Park,11494.0,571.863580998782
2023-10-01,10,25652,2023,Norwood Park,39550.84112,648.5829194420936
